id,default,loan_amount,mortgage_amount,property_value,loan_reason,occupation,occupation_length,derogatory_reports,late_payments,oldest_credit_line,recent_credit,credit_number,ratio
14490,0,28000,62376,104073,DebtCon,Other,16,1,0,146.1419296,0,30,39.75984964
16479,0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.4832581,0,18,27.8375096
12144,1,23500,,116983,HomeImp,Other,,0,1,143.4146448,0,10,35.06031985
16505,0,16400,62018,91832,DebtCon,ProfExe,9,0,0,202.3225002,0,19,20.38046421
14954,1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.27229752
13168,1,43300,217840,299171,DebtCon,ProfExe,31,0,0,232.2700678,1,24,43.1146909
12249,0,8400,39677,54707,DebtCon,Office,10,0,0,203.2429653,1,23,31.21770976
15096,0,43200,120310,178938,DebtCon,Self,10,0,0,196.2815792,0,5,40.16548813
11145,0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139
14837,1,76500,38206,90000,DebtCon,Other,12,0,0,134.9,0,26,
16880,0,17800,100277,163702,,Other,,1,,256.8544712,,24,36.35403645
12729,0,18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
13759,0,18500,,94125,,Other,,1,0,178.6456365,0,11,30.93141022
12799,0,23500,94109,97194,DebtCon,ProfExe,1,1,0,116.8186482,0,20,35.86611643
11556,0,22000,53212,85006,DebtCon,Other,20,0,0,218.4841129,1,21,32.85570139
15112,0,16800,50135,93772,DebtCon,ProfExe,5,0,0,126.4894051,2,21,35.85635489
13020,1,5700,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
14223,0,10600,80386,106526,HomeImp,ProfExe,1,0,0,64.06673554,1,19,34.10469706
15889,0,9400,51505,84178,HomeImp,Other,19,0,0,202.6979629,0,16,35.53061343
12063,0,27600,60039,86166,DebtCon,Office,0,0,0,100.9493217,0,23,33.82093404
11659,0,7900,,37125,HomeImp,Other,,,,285.1110151,,12,29.41354976
11771,0,9200,46707,60000,DebtCon,Mgr,4,0,0,192.8,2,17,
11829,1,63300,202000,281000,DebtCon,ProfExe,2,0,0,99.43333333,2,21,
13378,0,22900,41279,59993,DebtCon,Other,0,0,0,111.2375972,0,17,20.9297294
11942,0,15100,81461,93548,DebtCon,Other,2,0,0,160.1036,0,22,41.00736353
13779,0,26900,113724,151969,DebtCon,Office,4,,,294.8927627,1,36,42.39724899
14610,1,17400,54161,75500,DebtCon,Office,4,0,0,23.33333333,5,11,
14896,0,23200,112948,159050,DebtCon,Mgr,16,0,0,189.8390087,0,25,33.49396616
12170,0,21700,29258,53807,DebtCon,Other,0,,,300.6792922,,24,35.69801743
14697,0,33900,13154,62208,DebtCon,Other,1,0,0,111.980657,1,5,37.4669773
15015,0,13300,80059,121790,,,,,,,,,34.5618314
16052,0,5000,66839,87168,HomeImp,Other,4,0,0,122.5972226,0,15,40.61677935
15645,0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.3706614,1,33,38.19125134
15102,0,7600,58622,77726,HomeImp,Other,15,0,0,249.6337607,2,36,34.88206644
15050,0,7000,58339,72432,HomeImp,Mgr,10,,1,197.3383979,0,24,39.84308734
13765,0,15100,73505,109656,DebtCon,Other,5,0,0,81.96415129,2,13,36.46121054
11229,1,12000,76345,89036,HomeImp,Other,8,0,0,91.97034976,1,19,50.17306503
14555,1,15000,48786,72500,DebtCon,Other,10,0,0,75.4,2,9,
13026,0,22300,69002,105292,DebtCon,Office,8,,0,96.34213992,2,17,35.75510673
15405,0,14400,64500,83000,DebtCon,Other,10,0,0,83.2,3,11,
11177,0,8400,39991,58511,HomeImp,Office,10,,,176.9961117,,19,24.29863608
15422,0,28200,148455,191419,HomeImp,Self,1,0,0,186.9830429,0,17,39.56330307
15158,0,13100,82411,103833,HomeImp,Other,21,0,0,135.8630384,4,24,29.21582663
15191,0,16700,53423,85685,HomeImp,ProfExe,5,0,0,109.4294283,0,12,28.16061131
14387,0,26800,46236,62711,DebtCon,Office,17,0,0,175.075058,1,22,33.05993364
15873,0,22000,142072,181484,DebtCon,ProfExe,6,,,162.5386403,5,42,41.27082013
14382,0,20600,138918,175989,DebtCon,ProfExe,5,,,189.9559195,4,42,40.86267837
12072,0,15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366
11973,0,9600,70589,99384,HomeImp,Other,0,0,1,176.4674623,0,31,34.23478957
15785,1,10000,42300,,DebtCon,Mgr,11,1,0,31.4,3,5,
12476,0,22000,88898,121357,HomeImp,Mgr,12,0,0,115.8322132,2,24,31.10896086
13519,0,15800,89765,111792,DebtCon,ProfExe,1,0,2,143.3555312,1,34,33.05883512
12957,0,18700,118208,130216,DebtCon,,14,0,0,190.9573245,0,17,40.74823463
12256,0,28800,151328,194243,HomeImp,Self,2,0,0,174.9770528,0,17,42.11254013
14971,0,10200,9078,35261,,,,,,,,,33.6664545
13225,0,15000,2619,57310,DebtCon,Sales,0.3,0,0,322.6,0,6,
13648,0,7000,46225,59000,DebtCon,Other,16,0,4,219.1333333,0,37,
12711,1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.02885642
16699,0,11600,96882,118914,DebtCon,ProfExe,13,0,0,176.2219109,2,17,34.7577402
14237,0,18700,58498,90135,DebtCon,Office,30,0,0,199.1092723,0,21,33.18223949
11847,0,17400,113890,135146,DebtCon,,16,0,0,174.1014596,1,17,37.6335491
12109,0,21900,51861,68951,DebtCon,ProfExe,10,0,0,188.9786171,0,42,38.99975416
15387,0,52700,23905,82670,HomeImp,Other,4,2,0,253.3513018,7,14,42.83695513
12565,0,21500,125451,200594,HomeImp,ProfExe,13,0,0,205.2783646,0,22,36.89339399
14773,0,10700,147477,181050,HomeImp,Office,6,0,0,190.0210849,1,55,34.69816239
13082,0,28600,26189,50409,DebtCon,Other,36,0,0,287.4961733,0,23,38.6443946
11850,0,16800,23670,41879,DebtCon,Mgr,17,1,0,106.3985697,0,17,26.69671626
14198,0,6700,29662,36195,HomeImp,Office,1,0,0,112.1370807,1,30,38.52863281
13913,0,23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557418,1,23,32.71942124
11337,0,30400,45747,78829,DebtCon,Office,0,0,0,174.3637481,3,18,41.25679468
15806,1,5000,,37500,HomeImp,Other,,0,3,107.1333333,10,5,
15193,0,66400,69588,143926,HomeImp,Office,12,0,0,118.2544866,0,11,39.9753471
14848,0,25100,23269,75668,DebtCon,Other,,2,1,73.31788498,2,25,28.16593014
15811,0,15100,49533,63607,DebtCon,Other,2,0,0,180.5232928,0,14,36.37718295
14491,0,15900,52012,105877,HomeImp,Other,0,0,2,50.53156169,1,10,40.39225654
11715,0,21300,74081,102810,DebtCon,Office,9,0,0,200.9111493,1,12,31.15558593
13589,1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
12631,0,26700,,120179,DebtCon,Mgr,8,0,0,162.12582,0,27,35.09551993
14869,0,11900,56792,64130,DebtCon,Mgr,13,0,0,118.6125902,1,18,32.6657463
12993,0,17400,49765,66782,DebtCon,Mgr,27,0,0,272.5904825,1,16,39.3830645
16713,0,15400,59518,91172,DebtCon,Office,2,0,0,159.0035106,0,25,24.9904907
13515,0,24900,92168,143484,HomeImp,ProfExe,6,0,0,159.5834421,0,31,34.14587134
12797,1,9000,52311,68994,DebtCon,Office,0,0,1,137.7840036,0,9,28.45471286
13639,1,14100,52302,63589,HomeImp,ProfExe,6,0,0,130.3424672,4,8,34.79283165
13615,0,27400,46575,85263,DebtCon,Office,1,0,0,155.6470412,2,19,39.4893172
12762,0,5200,43039,53521,HomeImp,Office,11,,,184.2966873,,19,24.41476318
14680,1,8000,4500,,DebtCon,Other,1,3,2,102.4333333,6,15,
14872,0,10800,61791,78361,DebtCon,Office,5,0,0,94.51806778,2,15,28.08852465
12789,0,26900,47882,78854,DebtCon,Other,11,0,0,132.3473921,0,19,41.13070668
11704,0,13600,94727,112683,DebtCon,Other,11,0,0,209.1299457,3,15,37.71410706
13752,0,6900,51384,84689,DebtCon,,4,0,0,224.2470369,3,29,30.52615072
16636,0,29200,116202,160084,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984
16834,0,11800,65012,91614,HomeImp,Office,26,0,0,171.8895469,2,13,42.48851705
15945,1,19600,109500,136000,DebtCon,ProfExe,12,2,0,183.9666667,3,32,
13454,1,8700,62600,77600,DebtCon,Other,0.5,1,0,351.0333333,3,13,
13811,0,31300,188655,298090,DebtCon,Other,28,0,0,153.0868546,0,22,40.29677071
15715,1,12000,,,HomeImp,Other,19,0,8,195.8333333,0,13,
15399,1,13600,30200,43600,HomeImp,Other,0,8,1,230.3,0,18,
13962,0,28500,73188,111925,HomeImp,Other,5,,,123.6131744,11,21,44.52055475
12176,0,23900,236803,267036,HomeImp,Self,7,0,0,252.0735449,1,50,38.07409059
12334,0,21900,63967,102113,DebtCon,Office,10,,0,107.4498947,2,19,36.1837344
12071,0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.4513682,0,26,32.92386047
11612,0,15000,73187,111623,DebtCon,Other,4,0,0,98.13989368,2,14,36.23723367
14845,0,16000,20648,167020,HomeImp,Self,5,0,0,315.4665656,0,26,25.91297601
13748,1,42000,9999,50681,HomeImp,ProfExe,3,0,0,326.0679857,5,15,12.38674131
14281,0,15100,,98114,,Other,,0,0,198.0753807,1,10,31.54584266
11351,0,20000,28440,91704,DebtCon,ProfExe,10,0,0,143.6374388,0,20,30.20689334
14129,0,23000,68275,89967,DebtCon,ProfExe,8,1,0,140.7144149,4,25,33.6949437
13045,1,15000,,54869,DebtCon,Office,8,,,,,,
11837,0,20900,111464,144487,DebtCon,Office,11,0,1,206.6773533,0,25,40.06547716
11879,0,31800,226152,283022,DebtCon,ProfExe,4,0,1,209.2973763,0,29,15.73414368
11208,1,20000,21300,308600,HomeImp,ProfExe,2,1,0,274.9,0,30,
11564,0,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.5710207,0,34,40.347344
13062,0,12100,50150,65565,DebtCon,Other,4,0,0,166.2317086,0,13,26.64432479
13219,1,14000,,28992,HomeImp,Other,,0,0,342.0666667,2,14,
14764,0,15600,,66837,,,9,0,0,94.69068521,0,15,26.32256955
12459,0,22300,93305,143672,DebtCon,ProfExe,21,0,0,176.4166175,0,25,40.47109214
12080,0,10300,79243,89840,DebtCon,Office,16,0,0,87.82534618,0,9,24.47937322
13436,1,18900,51075,78045,DebtCon,Office,2,1,5,74.09119603,1,15,42.1982822
15093,0,23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3284926,0,23,22.84647896
14266,0,27100,140305,237302,HomeImp,ProfExe,27,0,0,349.5142676,2,18,37.42084716
14467,0,35600,31807,51823,DebtCon,Other,,0,0,,7,0,34.44309217
16628,0,13800,40674,61216,DebtCon,Other,,0,0,108.7902333,2,19,40.99070382
13703,0,18500,23618,37539,,Office,1,0,0,199.7237771,0,15,36.9827292
12263,0,21800,,59736,DebtCon,Other,,0,0,304.7369303,0,18,36.71311371
12577,1,41300,42000,98000,DebtCon,ProfExe,12,0,0,222.2,0,23,
14200,0,14300,45615,80818,DebtCon,Mgr,4,0,0,115.136885,0,9,28.73834319
12712,0,10100,63283,82912,HomeImp,Other,0,0,0,99.81625825,1,7,38.37053971
11822,0,12700,61840,73541,DebtCon,ProfExe,1,0,0,157.8924467,2,35,41.65169171
16726,0,23300,82472,110321,DebtCon,Other,,0,0,174.2399806,2,25,37.91287247
11665,1,15000,42000,111351,DebtCon,Other,6,,6,225.6333333,0,17,
16898,0,44500,,50696,DebtCon,Other,,5,,128.6563934,,20,28.18713999
14067,0,10000,31000,58240,DebtCon,Mgr,,,,,,,
13757,0,12600,76002,94236,DebtCon,Other,11,0,0,164.7623042,5,21,39.52570494
16411,0,23900,87884,116559,DebtCon,Mgr,23,,0,314.3944934,0,42,37.98813172
12920,0,8100,13179,32981,,,,,,,,,31.74224928
11605,0,12000,79844,98139,HomeImp,ProfExe,8,0,0,156.9547583,0,34,31.70012432
15964,0,25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,
16913,0,27200,24070,58216,DebtCon,Other,35,0,0,273.3417572,0,24,37.63994733
12058,1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.7666667,2,24,
12625,0,10800,199000,226000,HomeImp,ProfExe,11,0,0,236.3666667,0,22,
15514,0,12600,58247,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984
12646,0,21500,90000,111500,DebtCon,Other,24,0,0,243.5,1,27,
14267,0,8700,79062,98038,DebtCon,ProfExe,4,0,0,139.2640336,0,26,33.57803554
11600,0,18600,98200,123662,DebtCon,Office,0,,3,241.6422316,0,29,41.05065735
14031,1,20000,125000,165000,DebtCon,ProfExe,2,0,0,314.5,0,30,
14580,1,20900,66575,79416,DebtCon,ProfExe,13,2,1,107.2695126,7,28,28.38233702
16712,1,8000,61000,90450,HomeImp,Other,4,2,1,139.8666667,0,9,
11597,0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.944828,0,13,41.13564938
13597,0,26400,73679,98614,DebtCon,Office,10,0,0,151.6287037,0,20,38.15962279
16531,0,14300,85631,100000,HomeImp,Other,20,0,0,144.999297,3,23,30.13063638
11757,1,15000,73500,105000,DebtCon,Other,1,0,2,205.9333333,2,25,
11184,0,10200,46140,56206,DebtCon,,8,1,0,115.7806282,1,25,22.31370515
13636,0,27300,,43277,DebtCon,Other,9,0,,101.8866148,,14,20.80819618
16804,0,10100,45493,54605,HomeImp,Mgr,21,0,1,234.5917784,0,18,36.59466404
13021,1,15000,55300,81000,DebtCon,Other,5.3,8,0,259.7333333,4,30,
14671,0,11200,93649,113833,DebtCon,Other,13,0,0,205.1172457,3,16,39.12613026
12595,0,13400,95084,117279,HomeImp,Office,4,0,0,145.9623436,0,21,39.24466948
12033,1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,
13290,0,23500,,131203,HomeImp,Other,0,0,0,318.8471298,3,21,31.08415579
16675,1,21800,76324,102287,DebtCon,Office,6,0,1,61.64132538,4,29,41.03238603
12836,1,30900,106717,,DebtCon,Mgr,4,2,4,172.4323547,0,13,47.79590611
15474,0,24700,55435,89663,DebtCon,Mgr,7,0,0,252.6220694,2,26,34.74184793
13617,0,12000,42482,67800,DebtCon,ProfExe,19,0,0,199.9,0,16,
11992,1,20000,151982,,DebtCon,Self,,2,5,146.5,1,43,
16417,0,15400,32855,69663,DebtCon,ProfExe,7,0,0,256.2275509,1,16,23.3103728
13511,0,39500,68117,117084,DebtCon,Mgr,15,0,0,198.0997869,0,21,40.2048745
14352,0,12100,13218,82386,DebtCon,Other,7,0,0,262.3942543,0,14,18.43047237
16701,0,4300,68815,79852,HomeImp,Other,6,0,0,105.1207088,0,14,41.80637615
15497,0,65200,71151,143960,HomeImp,Office,10,0,0,128.7805143,0,12,43.19116341
11338,1,19300,152000,182000,HomeImp,Self,1,,,,,,
14241,0,34900,236340,37598,DebtCon,Mgr,2,0,1,220.6025351,4,50,41.85741593
16841,0,31900,16363,43218,DebtCon,Other,29,0,0,200.3016025,0,14,42.09417911
11199,0,10000,124000,192000,HomeImp,Office,0,0,1,346.9666667,0,16,
16109,0,12400,115004,144760,DebtCon,ProfExe,2,0,0,279.5221733,1,46,35.61473143
16524,1,10800,57892,78900,DebtCon,ProfExe,15,0,3,329.1666667,1,14,
16348,0,6000,79046,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992
13789,0,13900,50415,68166,DebtCon,Other,10,0,0,235.680967,0,17,33.77003753
13967,0,9700,21883,67432,HomeImp,Office,24,0,0,308.9955757,1,12,41.41428065
14444,0,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.376138,1,20,38.47524099
13904,0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,
11384,1,11800,67678,108092,HomeImp,ProfExe,13,0,7,126.6582316,0,36,37.16268969
16927,1,5000,123000,157500,HomeImp,Mgr,9,,,,,,
16741,0,20400,86559,123114,DebtCon,Other,9,0,0,280.7932257,2,16,34.43917111
13292,0,20500,87892,136867,DebtCon,Other,10,0,0,96.92964469,3,15,40.16291939
11751,0,15100,96763,114896,HomeImp,Office,2,0,0,144.52965,0,21,36.37170403
12556,1,15000,125000,177100,HomeImp,ProfExe,10,3,1,221.1666667,0,14,
11153,0,11900,89595,107895,HomeImp,Mgr,9,0,0,250.4682419,0,24,30.30538811
16038,0,30900,190480,298239,DebtCon,Other,27,0,1,164.6048706,0,23,39.60145213
11788,1,5500,24700,35675,DebtCon,Other,1,0,3,153.9333333,3,27,
12312,0,13600,55901,87519,DebtCon,Office,13,0,1,107.9131329,0,23,36.3270224
15319,0,39700,134586,193219,DebtCon,Mgr,,1,0,179.0693557,0,25,32.04113397
12958,1,26500,14000,45000,DebtCon,Other,0,0,0,195.2333333,1,7,
15571,0,17000,73644,107086,DebtCon,ProfExe,0,0,0,280.4533436,2,20,37.77195785
14512,0,13600,66178,104378,HomeImp,ProfExe,6,0,0,263.9610151,0,11,36.43846626
12137,0,20400,81823,114832,DebtCon,Mgr,18,0,0,234.3920415,4,31,35.20581884
13465,0,8800,78953,93018,DebtCon,Mgr,7,0,0,110.72313,0,22,28.28942917
13480,1,6000,,43683,HomeImp,Other,,,,,,,21.93549881
15131,0,19400,167450,200902,DebtCon,ProfExe,9,0,0,264.6979824,1,37,25.63079874
14439,0,17700,17480,41055,,Office,1,0,0,196.1319389,0,15,37.92365952
15020,0,25200,,68083,DebtCon,Other,26,0,0,128.4230865,0,8,21.05500114
12146,0,47700,93909,154158,DebtCon,Other,14,0,0,227.2282602,8,19,41.33812472
14388,0,12100,28193,34705,DebtCon,Other,0,,,,,,37.6180269
14215,0,6400,70035,78635,DebtCon,Sales,3,0,0,147.0771635,0,31,31.20612976
11517,1,10600,22000,35200,DebtCon,Mgr,13,0,0,90.33333333,5,14,
14179,0,10300,46609,63812,DebtCon,Other,1,0,0,184.7884163,2,13,29.14003137
16084,0,19400,110745,173474,DebtCon,Office,6,0,0,217.4067053,4,23,42.22040715
16303,1,11100,,26400,HomeImp,Other,8,0,0,,2,0,
13770,0,12700,79448,91004,DebtCon,Mgr,20,0,0,227.5073902,10,23,34.46430215
15370,0,11500,59781,69864,DebtCon,Other,4,0,1,312.547396,0,9,31.18180135
11131,1,28200,66242,109762,DebtCon,Other,8,0,1,130.9695654,0,21,60.29541349
11764,0,16700,5106,93277,HomeImp,Other,14,0,0,269.9626887,0,23,29.87592807
13941,0,22200,138584,180415,DebtCon,ProfExe,5,,,195.6328077,4,43,41.20539901
16172,0,6700,,30544,DebtCon,Other,2,0,0,283.8972313,0,14,24.12045156
13093,0,17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705
14440,0,27600,64818,91915,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433
11805,0,39700,59360,117186,DebtCon,Mgr,16,0,1,203.1399683,0,22,40.13809045
14507,1,5000,40000,32480,HomeImp,Other,8,3,2,163.3666667,1,16,
16336,0,26100,113266,182082,DebtCon,Sales,18,0,0,304.8524691,1,31,33.19394936
16742,0,50800,44992,108486,HomeImp,Self,6,0,0,204.9624883,2,36,40.771305
13527,0,65200,63338,148871,HomeImp,Office,11,0,0,124.2430768,0,12,41.44401078
15097,0,43700,5137,67256,HomeImp,Office,,0,0,306.9953711,0,18,16.67867641
15680,0,7100,120176,180104,DebtCon,Other,8,0,0,221.6073242,0,18,32.67435897
13343,1,12300,78000,101200,HomeImp,Other,0.4,0,0,145.0666667,1,19,
13450,1,21000,48735,71694,DebtCon,Other,8,0,0,48.49897084,3,10,32.92140064
15925,0,14100,65994,80037,DebtCon,,8,,,,,,27.73520406
16137,0,20300,90048,129230,DebtCon,ProfExe,13,,,134.9425973,,25,30.23655405
11825,1,8600,36933,42289,DebtCon,Mgr,4,0,0,100.6164211,2,26,38.43649008
16625,0,25900,118965,154728,DebtCon,ProfExe,8,0,0,101.1976068,3,26,32.59840187
15820,0,17800,58942,91483,HomeImp,ProfExe,5,0,0,123.7366743,0,13,28.15595999
12016,0,27700,67446,99206,DebtCon,ProfExe,11,0,0,286.9659711,0,32,38.9951644
16030,0,12600,103960,127384,DebtCon,,2,0,0,129.0154994,0,25,34.47945476
15451,0,21700,20627,52040,DebtCon,Other,26,0,2,199.9854317,0,25,27.11768955
12940,0,8700,53073,83415,DebtCon,,2,0,0,211.2687802,3,29,30.20150946
15912,0,16000,140979,181166,DebtCon,Mgr,9,0,0,236.7071183,0,21,27.84133988
12239,0,41600,365528,469694,HomeImp,ProfExe,3,0,0,304.9828841,3,15,43.36362433
14785,0,24900,139241,171296,DebtCon,Other,6,1,0,220.6871583,0,19,35.59165567
12182,0,35000,197906,265000,DebtCon,ProfExe,4,0,0,246.5666667,0,32,
14650,1,40000,,850000,HomeImp,Other,17,0,0,186.6666667,1,24,
15773,0,18200,68743,92112,DebtCon,Mgr,0,0,0,95.34376502,0,16,26.69266663
14617,0,11200,56842,66710,HomeImp,Other,6,0,0,144.7952204,0,17,33.8858765
14125,0,20000,85704,94200,DebtCon,ProfExe,2,1,0,123.9,0,20,
11349,0,6000,129731,154113,HomeImp,ProfExe,12,0,0,213.5333333,0,19,
15467,0,13600,41000,73440,DebtCon,Mgr,4,0,0,125.7666667,1,9,
13984,0,32200,188427,293790,DebtCon,Other,27,0,0,157.7262908,0,23,37.06575888
16831,1,13000,36223,,DebtCon,Other,9,1,0,132.8666667,0,14,
14714,1,10000,27000,54300,HomeImp,Other,0.3,0,1,91.13333333,0,6,
13252,0,7800,64503,85608,HomeImp,Other,12,0,0,235.4853772,0,35,34.42324885
11333,0,8000,75690,96517,DebtCon,ProfExe,1,,,,,,27.33615739
11224,0,11900,41009,68211,DebtCon,Office,23,0,0,234.9296174,0,28,28.3910393
12988,1,22600,155056,187000,DebtCon,Mgr,0.1,0,0,253.6,0,27,
11280,1,10800,52600,66700,DebtCon,ProfExe,2,0,0,110.5666667,5,26,
11142,1,4000,58000,69440,HomeImp,Other,3.5,0,1,168.6666667,0,18,
13412,0,26400,79163,123792,DebtCon,Office,0,0,0,310.6145549,0,24,38.1099786
11723,0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.9393774,1,15,27.99205166
11607,0,7500,63573,80601,HomeImp,Other,4,0,0,111.4351899,0,14,41.77344662
14487,0,14500,100685,129840,HomeImp,ProfExe,9,0,0,166.8463963,2,32,27.52722705
14884,0,14800,88898,107208,DebtCon,Office,30,,0,329.7602146,1,50,36.74501301
11312,0,30100,42747,71360,DebtCon,Other,10,,,89.51626546,,24,34.03666376
16337,1,24800,37200,67000,DebtCon,Other,10,1,8,242.4666667,4,23,
11052,0,11900,44142,54299,HomeImp,Other,22,0,0,123.4711472,0,22,37.1549023
14497,0,19400,45036,78900,,,,,,,,,40.02396798
16779,1,41200,48400,99500,DebtCon,Other,3,1,1,203.8,2,38,
15676,0,25400,149364,210724,HomeImp,Other,10,0,0,266.5067241,1,34,41.61798303
14315,0,16600,9626,96887,HomeImp,Other,14,0,0,263.7662467,0,23,28.67470198
14627,0,20800,27453,49041,DebtCon,Other,0,,,296.3963289,,24,37.06995687
13729,1,13100,22422,34800,HomeImp,Office,2.6,2,0,93.3,1,3,
16862,0,13600,112223,144451,DebtCon,ProfExe,0,0,0,259.733117,1,45,35.31021701
11275,0,8900,75441,116950,HomeImp,Office,26,0,0,322.7311957,2,37,33.78852367
12179,0,29300,68024,115954,HomeImp,Other,6,,,109.9150205,11,21,44.36917076
14093,0,7800,58364,66688,DebtCon,Other,3,0,2,114.512158,3,18,37.92927387
16588,0,17200,55254,118718,DebtCon,ProfExe,15,0,0,276.9110829,0,20,26.6961587
14870,0,14900,48649,81342,DebtCon,Mgr,3,0,0,110.0567314,0,8,28.8023987
15565,0,12000,97650,115931,DebtCon,ProfExe,11,0,0,199.828042,1,17,34.38794397
14359,0,14200,100664,129166,DebtCon,Mgr,4,,,255.6876484,2,41,38.74675979
16221,1,19000,105200,130000,HomeImp,Self,5,1,0,237.4333333,1,27,
11175,0,35000,239058,40848,DebtCon,Mgr,4,0,1,212.0154058,3,49,40.13181545
12220,0,17400,44479,78121,DebtCon,Mgr,1,0,0,117.3235888,0,9,27.13398944
16054,0,21800,48139,80114,DebtCon,Other,13,0,0,111.9986308,1,9,4.142703972
13792,0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.29830913
11853,0,34800,139519,195663,DebtCon,ProfExe,22,0,0,182.6647721,0,22,36.95591736
15121,0,29800,34000,71000,DebtCon,Other,10,,,115.6666667,,24,
11187,0,21300,98507,125539,HomeImp,Mgr,0,0,1,311.3257037,0,19,42.22721497
16469,0,12600,125688,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007
15108,0,14300,21828,38000,DebtCon,Mgr,17,1,0,103.5,1,17,
15219,0,32300,41877,78220,DebtCon,Other,8,,,121.9977294,,23,31.87626204
16587,0,14900,65303,84590,DebtCon,Office,6,0,0,121.0649537,1,19,22.57682394
16523,0,23000,,150364,,,,,,,,,17.12566043
11031,1,15000,,74750,DebtCon,,,,,,,,
16332,0,15900,68304,92271,DebtCon,Other,1,1,2,113.2284034,2,25,32.88184693
11490,0,24900,134427,169444,DebtCon,Other,7,1,0,202.4473261,0,19,35.3492119
12316,0,21800,67305,99006,DebtCon,Other,,2,1,245.0877744,1,14,41.56766275
15303,0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,
12667,0,32800,189564,296728,DebtCon,Other,27,0,0,155.5368967,0,23,38.05331686
14229,1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
16286,0,19600,128876,162994,DebtCon,Office,2,,1,382.312217,,52,36.06796344
12395,0,9300,79133,100033,DebtCon,Other,3,0,0,102.1630274,2,31,40.79463545
16591,0,8600,66366,75957,DebtCon,ProfExe,8,0,0,72.91672107,2,25,39.66040874
15663,0,62900,119903,201928,DebtCon,ProfExe,9,0,0,297.3074808,1,25,37.63650245
15866,0,28500,84908,108385,DebtCon,Office,10,0,0,384.2850469,0,45,41.34201094
16874,0,10100,68820,78830,DebtCon,Other,2,,,170.7224523,,34,29.20675283
12688,0,11400,,27439,HomeImp,,27,0,0,208.1771125,0,5,23.83011058
13596,0,17100,54598,115838,DebtCon,ProfExe,14,0,0,247.2958965,0,20,25.63211642
16254,0,13100,74832,98616,HomeImp,ProfExe,6,0,0,101.3622896,1,26,27.02148065
12275,0,9000,56226,67466,HomeImp,Other,7,0,0,126.7450871,0,16,33.98784698
